Município,Data,Casos Acumulados,Casos Novos,Óbitos Acumulados,Óbitos novos
Barra Bonita,05/11/2020,1061,0,25,0
Barra Bonita,05/12/2020,1114,0,25,0
Barra Bonita,06/01/2021,1237,5,28,0
Barra Bonita,06/02/2021,1803,14,31,0
Barra Bonita,06/03/2021,2186,5,48,2
Barra Bonita,06/04/2020,0,0,0,0
Barra Bonita,06/04/2021,2409,4,60,0
Barra Bonita,06/05/2020,9,0,1,0
Barra Bonita,06/05/2021,2610,8,69,0
Barra Bonita,06/06/2020,50,4,2,1
Barra Bonita,06/06/2021,2905,12,79,0
Barra Bonita,06/07/2020,149,0,3,0
Barra Bonita,06/07/2021,3274,15,95,-1
Barra Bonita,06/08/2020,364,9,8,1
Barra Bonita,06/08/2021,3567,11,110,1
Barra Bonita,06/09/2020,603,16,15,0
Barra Bonita,06/09/2021,3790,1,113,0
Barra Bonita,06/10/2020,842,2,21,0
Barra Bonita,06/11/2020,1061,0,25,0
Barra Bonita,06/12/2020,1114,0,25,0
Barra Bonita,07/01/2021,1247,10,28,0
Barra Bonita,07/02/2021,1803,0,31,0
Barra Bonita,07/03/2021,2189,3,48,0
Barra Bonita,07/04/2020,0,0,0,0
Barra Bonita,07/04/2021,2416,7,60,0
Barra Bonita,07/05/2020,8,-1,1,0
Barra Bonita,07/05/2021,2618,8,70,1
Barra Bonita,07/06/2020,56,6,2,0
Barra Bonita,07/06/2021,2913,8,79,0
Barra Bonita,07/07/2020,158,9,4,1
Barra Bonita,07/07/2021,3292,18,95,0
Barra Bonita,07/08/2020,365,1,8,0
Barra Bonita,07/08/2021,3569,2,110,0
Barra Bonita,07/09/2020,603,0,15,0
Barra Bonita,07/09/2021,3791,1,113,0
Barra Bonita,07/10/2020,850,8,22,1
Barra Bonita,07/11/2020,1061,0,25,0
Barra Bonita,07/12/2020,1130,16,25,0
Barra Bonita,08/01/2021,1252,5,28,0
Barra Bonita,08/02/2021,1843,40,31,0
Barra Bonita,08/03/2021,2189,0,48,0
Barra Bonita,08/04/2020,0,0,0,0
Barra Bonita,08/04/2021,2422,6,60,0
Barra Bonita,08/05/2020,8,0,1,0
Barra Bonita,08/05/2021,2624,6,71,1
Barra Bonita,08/06/2020,56,0,2,0
Barra Bonita,08/06/2021,2917,4,79,0
Barra Bonita,08/07/2020,161,3,4,0
Barra Bonita,08/07/2021,3315,23,95,0
Barra Bonita,08/08/2020,375,10,8,0
Barra Bonita,08/08/2021,3573,4,110,0
Barra Bonita,08/09/2020,603,0,15,0
Barra Bonita,08/09/2021,3792,1,113,0
Barra Bonita,08/10/2020,853,3,22,0
Barra Bonita,08/11/2020,1061,0,25,0
Barra Bonita,08/12/2020,1130,0,25,0
Barra Bonita,09/01/2021,1260,8,28,0
Barra Bonita,09/02/2021,1845,2,32,1
Barra Bonita,09/03/2021,2192,3,50,2
Barra Bonita,09/04/2020,0,0,0,0
Barra Bonita,09/04/2021,2435,13,60,0
Barra Bonita,09/05/2020,8,0,1,0
Barra Bonita,09/05/2021,2637,13,71,0
Barra Bonita,09/06/2020,61,5,2,0
Barra Bonita,09/06/2021,2922,5,79,0
Barra Bonita,09/07/2020,162,1,5,1
Barra Bonita,09/07/2021,3335,20,95,0
Barra Bonita,09/08/2020,379,4,9,1
Barra Bonita,09/08/2021,3575,2,110,0
Barra Bonita,09/09/2020,608,5,15,0
Barra Bonita,09/10/2020,857,4,22,0
Barra Bonita,09/11/2020,1061,0,25,0
Barra Bonita,09/12/2020,1130,0,25,0
Barra Bonita,10/01/2021,1331,71,28,0
Barra Bonita,10/02/2021,1863,18,32,0
Barra Bonita,10/03/2021,2200,8,50,0
Barra Bonita,10/04/2020,0,0,0,0
Barra Bonita,10/04/2021,2444,9,62,2
Barra Bonita,10/05/2020,11,3,1,0
Barra Bonita,10/05/2021,2638,1,71,0
Barra Bonita,10/06/2020,60,-1,2,0
Barra Bonita,10/06/2021,2933,11,80,1
Barra Bonita,10/07/2020,172,10,5,0
Barra Bonita,10/07/2021,3338,3,95,0
Barra Bonita,10/08/2020,379,0,9,0
Barra Bonita,10/08/2021,3584,9,111,1
Barra Bonita,10/09/2020,642,34,15,0
Barra Bonita,10/10/2020,863,6,22,0
Barra Bonita,10/11/2020,1061,0,25,0
Barra Bonita,10/12/2020,1131,1,25,0
Barra Bonita,11/01/2021,1332,1,28,0
Barra Bonita,11/02/2021,1870,7,33,1
Barra Bonita,11/03/2021,2217,17,50,0
Barra Bonita,11/04/2020,0,0,0,0
Barra Bonita,11/04/2021,2447,3,62,0
Barra Bonita,11/05/2020,11,0,1,0
Barra Bonita,11/05/2021,2650,12,71,0
Barra Bonita,11/06/2020,63,3,2,0
Barra Bonita,11/06/2021,2945,12,80,0
Barra Bonita,11/07/2020,190,18,5,0
Barra Bonita,11/07/2021,3345,7,95,0
Barra Bonita,11/08/2020,381,2,9,0
Barra Bonita,11/08/2021,3590,6,111,0
Barra Bonita,11/09/2020,657,15,18,3
Barra Bonita,11/10/2020,863,0,22,0
Barra Bonita,11/11/2020,1065,4,25,0
Barra Bonita,11/12/2020,1131,0,25,0
Barra Bonita,12/01/2021,1339,7,28,0
Barra Bonita,12/02/2021,1889,19,37,4
Barra Bonita,12/03/2021,2220,3,50,0
Barra Bonita,12/04/2020,0,0,0,0
Barra Bonita,12/04/2021,2448,1,62,0
Barra Bonita,12/05/2020,11,0,1,0
Barra Bonita,12/05/2021,2654,4,71,0
Barra Bonita,12/06/2020,67,4,2,0
Barra Bonita,12/06/2021,2961,16,83,3
Barra Bonita,12/07/2020,193,3,5,0
Barra Bonita,12/07/2021,3361,16,95,0
Barra Bonita,12/08/2020,386,5,9,0
Barra Bonita,12/08/2021,3596,6,111,0
Barra Bonita,12/09/2020,674,17,18,0
Barra Bonita,12/10/2020,865,2,22,0
Barra Bonita,12/11/2020,1065,0,25,0
Barra Bonita,12/12/2020,1131,0,25,0
Barra Bonita,13/01/2021,1341,2,28,0
Barra Bonita,13/02/2021,1904,15,37,0
Barra Bonita,13/03/2021,2231,11,51,1
Barra Bonita,13/04/2020,0,0,0,0
Barra Bonita,13/04/2021,2453,5,62,0
Barra Bonita,13/05/2020,12,1,1,0
Barra Bonita,13/05/2021,2662,8,71,0
Barra Bonita,13/06/2020,74,7,2,0
Barra Bonita,13/06/2021,2976,15,83,0
Barra Bonita,13/07/2020,193,0,5,0
Barra Bonita,13/07/2021,3375,14,96,1
Barra Bonita,13/08/2020,392,6,9,0
Barra Bonita,13/08/2021,3599,3,112,1
Barra Bonita,13/09/2020,674,0,18,0
Barra Bonita,13/10/2020,868,3,22,0
Barra Bonita,13/11/2020,1069,4,25,0
Barra Bonita,13/12/2020,1131,0,25,0
Barra Bonita,14/01/2021,1348,7,28,0
Barra Bonita,14/02/2021,1917,13,37,0
Barra Bonita,14/03/2021,2234,3,51,0
Barra Bonita,14/04/2020,0,0,0,0
Barra Bonita,14/04/2021,2456,3,62,0
Barra Bonita,14/05/2020,16,4,1,0
Barra Bonita,14/05/2021,2667,5,71,0
Barra Bonita,14/06/2020,74,0,2,0
Barra Bonita,14/06/2021,2977,1,83,0
Barra Bonita,14/07/2020,197,4,5,0
Barra Bonita,14/07/2021,3391,16,97,1
Barra Bonita,14/08/2020,405,13,9,0
Barra Bonita,14/08/2021,3603,4,112,0
Barra Bonita,14/09/2020,674,0,18,0
Barra Bonita,14/10/2020,873,5,22,0
Barra Bonita,14/11/2020,1069,0,25,0
Barra Bonita,14/12/2020,1131,0,25,0
Barra Bonita,15/01/2021,1349,1,28,0
Barra Bonita,15/02/2021,1918,1,37,0
Barra Bonita,15/03/2021,2239,5,51,0
Barra Bonita,15/04/2020,0,0,0,0
Barra Bonita,15/04/2021,2463,7,62,0
Barra Bonita,15/05/2020,16,0,1,0
Barra Bonita,15/05/2021,2676,9,74,3
Barra Bonita,15/06/2020,74,0,2,0
Barra Bonita,15/06/2021,2994,17,83,0
Barra Bonita,15/07/2020,197,0,5,0
Barra Bonita,15/07/2021,3401,10,97,0
Barra Bonita,15/08/2020,412,7,9,0
Barra Bonita,15/08/2021,3605,2,112,0
Barra Bonita,15/09/2020,677,3,18,0
Barra Bonita,15/10/2020,874,1,22,0
Barra Bonita,15/11/2020,1070,1,25,0
Barra Bonita,15/12/2020,1132,1,25,0
Barra Bonita,16/01/2021,1354,5,29,1
Barra Bonita,16/02/2021,1947,29,37,0
Barra Bonita,16/03/2021,2246,7,51,0
Barra Bonita,16/04/2020,0,0,0,0
Barra Bonita,16/04/2021,2473,10,65,3
Barra Bonita,16/05/2020,16,0,1,0
Barra Bonita,16/05/2021,2684,8,74,0
Barra Bonita,16/06/2020,77,3,2,0
Barra Bonita,16/06/2021,3013,19,84,1
Barra Bonita,16/07/2020,207,10,5,0
Barra Bonita,16/07/2021,3413,12,99,2
Barra Bonita,16/08/2020,412,0,9,0
Barra Bonita,16/08/2021,3607,2,112,0
Barra Bonita,16/09/2020,680,3,18,0
Barra Bonita,16/10/2020,874,0,22,0
Barra Bonita,16/11/2020,1070,0,25,0
Barra Bonita,16/12/2020,1132,0,25,0
Barra Bonita,17/01/2021,1354,0,29,0
Barra Bonita,17/02/2021,1962,15,37,0
Barra Bonita,17/03/2021,2260,14,51,0
Barra Bonita,17/04/2020,0,0,0,0
Barra Bonita,17/04/2021,2480,7,65,0
Barra Bonita,17/05/2020,17,1,1,0
Barra Bonita,17/05/2021,2684,0,74,0
Barra Bonita,17/06/2020,77,0,3,1
Barra Bonita,17/06/2021,3027,14,84,0
Barra Bonita,17/07/2020,217,10,5,0
Barra Bonita,17/07/2021,3413,0,99,0
Barra Bonita,17/08/2020,424,12,9,0
Barra Bonita,17/08/2021,3608,1,112,0
Barra Bonita,17/09/2020,716,36,19,1
Barra Bonita,17/10/2020,879,5,22,0
Barra Bonita,17/11/2020,1070,0,25,0
Barra Bonita,17/12/2020,1134,2,25,0
Barra Bonita,18/01/2021,1427,73,29,0
Barra Bonita,18/02/2021,1974,12,38,1
Barra Bonita,18/03/2021,2269,9,52,1
Barra Bonita,18/04/2020,0,0,0,0
Barra Bonita,18/04/2021,2483,3,66,1
Barra Bonita,18/05/2020,17,0,1,0
Barra Bonita,18/05/2021,2696,12,74,0
Barra Bonita,18/06/2020,78,1,3,0
Barra Bonita,18/06/2021,3046,19,85,1
Barra Bonita,18/07/2020,219,2,5,0
Barra Bonita,18/07/2021,3432,19,99,0
Barra Bonita,18/08/2020,426,2,9,0
Barra Bonita,18/08/2021,3626,18,112,0
Barra Bonita,18/10/2020,879,0,22,0
Barra Bonita,18/11/2020,1075,5,25,0
Barra Bonita,18/12/2020,1134,0,25,0
Barra Bonita,19/01/2021,1453,26,29,0
Barra Bonita,19/02/2021,1979,5,38,0
Barra Bonita,19/03/2021,2280,11,52,0
Barra Bonita,19/04/2020,0,0,0,0
Barra Bonita,19/04/2021,2485,2,66,0
Barra Bonita,19/05/2020,18,1,1,0
Barra Bonita,19/05/2021,2708,12,76,2
Barra Bonita,19/06/2020,85,7,3,0
Barra Bonita,19/06/2021,3059,13,85,0
Barra Bonita,19/07/2020,220,1,5,0
Barra Bonita,19/07/2021,3437,5,99,0
Barra Bonita,19/08/2020,437,11,9,0
Barra Bonita,19/08/2021,3754,128,112,0
Barra Bonita,19/09/2020,731,3,18,-1
Barra Bonita,19/10/2020,879,0,22,0
Barra Bonita,19/11/2020,1077,2,25,0
Barra Bonita,19/12/2020,1136,2,25,0
Barra Bonita,20/01/2021,1483,30,29,0
Barra Bonita,20/02/2021,1985,6,38,0
Barra Bonita,20/03/2021,2286,6,52,0
Barra Bonita,20/04/2020,0,0,0,0
Barra Bonita,20/04/2021,2495,10,67,1
Barra Bonita,20/05/2020,19,1,1,0
Barra Bonita,20/05/2021,2713,5,76,0
Barra Bonita,20/06/2020,92,7,3,0
Barra Bonita,20/06/2021,3071,12,85,0
Barra Bonita,20/07/2020,228,8,5,0
Barra Bonita,20/07/2021,3447,10,99,0
Barra Bonita,20/08/2020,441,4,10,1
Barra Bonita,20/08/2021,3755,1,112,0
Barra Bonita,20/09/2020,749,18,18,0
Barra Bonita,20/10/2020,934,55,24,2
Barra Bonita,20/11/2020,1080,3,25,0
Barra Bonita,20/12/2020,1136,0,25,0
Barra Bonita,21/01/2021,1489,6,29,0
Barra Bonita,21/02/2021,2055,70,38,0
Barra Bonita,21/03/2021,2289,3,52,0
Barra Bonita,21/04/2020,0,0,0,0
Barra Bonita,21/04/2021,2543,48,67,0
Barra Bonita,21/05/2020,22,3,1,0
Barra Bonita,21/05/2021,2721,8,76,0
Barra Bonita,21/06/2020,92,0,3,0
Barra Bonita,21/06/2021,3080,9,85,0
Barra Bonita,21/07/2020,231,3,6,1
Barra Bonita,21/07/2021,3453,6,99,0
Barra Bonita,21/08/2020,451,10,10,0
Barra Bonita,21/08/2021,3756,1,112,0
Barra Bonita,21/09/2020,750,1,18,0
Barra Bonita,21/10/2020,938,4,24,0
Barra Bonita,21/11/2020,1081,1,25,0
Barra Bonita,21/12/2020,1175,39,25,0
Barra Bonita,22/01/2021,1491,2,29,0
Barra Bonita,22/02/2021,2055,0,38,0
Barra Bonita,22/03/2021,2290,1,52,0
Barra Bonita,22/04/2020,0,0,0,0
Barra Bonita,22/04/2021,2543,0,67,0
Barra Bonita,22/05/2020,23,1,1,0
Barra Bonita,22/05/2021,2727,6,76,0
Barra Bonita,22/06/2020,93,1,3,0
Barra Bonita,22/06/2021,3091,11,85,0
Barra Bonita,22/07/2020,241,10,6,0
Barra Bonita,22/07/2021,3458,5,99,0
Barra Bonita,22/08/2020,468,17,10,0
Barra Bonita,22/08/2021,3757,1,112,0
Barra Bonita,22/09/2020,756,6,18,0
Barra Bonita,22/10/2020,940,2,24,0
Barra Bonita,22/11/2020,1082,1,25,0
Barra Bonita,22/12/2020,1175,0,26,1
Barra Bonita,23/01/2021,1504,13,29,0
Barra Bonita,23/02/2021,2058,3,38,0
Barra Bonita,23/03/2021,2302,12,55,3
Barra Bonita,23/04/2020,0,0,0,0
Barra Bonita,23/04/2021,2549,6,67,0
Barra Bonita,23/05/2020,23,0,1,0
Barra Bonita,23/05/2021,2730,3,76,0
Barra Bonita,23/06/2020,97,4,3,0
Barra Bonita,23/06/2021,3097,6,85,0
Barra Bonita,23/07/2020,243,2,6,0
Barra Bonita,23/07/2021,3466,8,99,0
Barra Bonita,23/08/2020,477,9,10,0
Barra Bonita,23/08/2021,3757,0,112,0
Barra Bonita,23/09/2020,772,16,18,0
Barra Bonita,23/10/2020,960,20,24,0
Barra Bonita,23/11/2020,1082,0,25,0
Barra Bonita,23/12/2020,1178,3,26,0
Barra Bonita,24/01/2021,1512,8,29,0
Barra Bonita,24/02/2021,2064,6,38,0
Barra Bonita,24/03/2021,2311,9,55,0
Barra Bonita,24/04/2020,1,1,0,0
Barra Bonita,24/04/2021,2552,3,67,0
Barra Bonita,24/05/2020,23,0,1,0
Barra Bonita,24/05/2021,2731,1,76,0
Barra Bonita,24/06/2020,97,0,3,0
Barra Bonita,24/06/2021,3114,17,88,3
Barra Bonita,24/07/2020,249,6,6,0
Barra Bonita,24/07/2021,3472,6,102,3
Barra Bonita,24/08/2020,477,0,10,0
Barra Bonita,24/08/2021,3763,6,112,0
Barra Bonita,24/09/2020,776,4,18,0
Barra Bonita,24/10/2020,1028,68,25,1
Barra Bonita,24/11/2020,1084,2,25,0
Barra Bonita,24/12/2020,1181,3,26,0
Barra Bonita,25/01/2021,1512,0,29,0
Barra Bonita,25/02/2021,2068,4,39,1
Barra Bonita,25/03/2021,2319,8,55,0
Barra Bonita,25/04/2020,3,2,0,0
Barra Bonita,25/04/2021,2554,2,67,0
Barra Bonita,25/05/2020,24,1,1,0
Barra Bonita,25/05/2021,2754,23,79,3
Barra Bonita,25/06/2020,103,6,3,0
Barra Bonita,25/06/2021,3141,27,92,4
Barra Bonita,25/07/2020,285,36,6,0
Barra Bonita,25/07/2021,3483,11,102,0
Barra Bonita,25/08/2020,482,5,11,1
Barra Bonita,25/08/2021,3764,1,112,0
Barra Bonita,25/09/2020,776,0,18,0
Barra Bonita,25/10/2020,1041,13,25,0
Barra Bonita,25/11/2020,1089,5,25,0
Barra Bonita,25/12/2020,1183,2,26,0
Barra Bonita,26/01/2021,1524,12,29,0
Barra Bonita,26/02/2021,2075,7,44,5
Barra Bonita,26/03/2021,2330,11,58,3
Barra Bonita,26/04/2020,3,0,0,0
Barra Bonita,26/04/2021,2554,0,67,0
Barra Bonita,26/05/2020,24,0,1,0
Barra Bonita,26/05/2021,2770,16,79,0
Barra Bonita,26/06/2020,109,6,3,0
Barra Bonita,26/06/2021,3154,13,92,0
Barra Bonita,26/07/2020,286,1,6,0
Barra Bonita,26/07/2021,3486,3,102,0
Barra Bonita,26/08/2020,497,15,11,0
Barra Bonita,26/08/2021,3766,2,112,0
Barra Bonita,26/09/2020,780,4,18,0
Barra Bonita,26/10/2020,1044,3,25,0
Barra Bonita,26/11/2020,1089,0,24,-1
Barra Bonita,26/12/2020,1183,0,26,0
Barra Bonita,27/01/2021,1533,9,30,1
Barra Bonita,27/02/2021,2081,6,44,0
Barra Bonita,27/03/2020,0,0,0,0
Barra Bonita,27/03/2021,2338,8,58,0
Barra Bonita,27/04/2020,5,2,0,0
Barra Bonita,27/04/2021,2563,9,68,1
Barra Bonita,27/05/2020,24,0,1,0
Barra Bonita,27/05/2021,2776,6,79,0
Barra Bonita,27/06/2020,117,8,3,0
Barra Bonita,27/06/2021,3165,11,92,0
Barra Bonita,27/07/2020,286,0,6,0
Barra Bonita,27/07/2021,3492,6,102,0
Barra Bonita,27/08/2020,506,9,11,0
Barra Bonita,27/08/2021,3774,8,112,0
Barra Bonita,27/09/2020,780,0,18,0
Barra Bonita,27/10/2020,1046,2,25,0
Barra Bonita,27/11/2020,1091,2,24,0
Barra Bonita,27/12/2020,1185,2,27,1
Barra Bonita,28/01/2021,1540,7,31,1
Barra Bonita,28/02/2021,2146,65,44,0
Barra Bonita,28/03/2020,0,0,0,0
Barra Bonita,28/03/2021,2349,11,58,0
Barra Bonita,28/04/2020,5,0,1,1
Barra Bonita,28/04/2021,2564,1,68,0
Barra Bonita,28/05/2020,24,0,1,0
Barra Bonita,28/05/2021,2774,-2,77,-2
Barra Bonita,28/06/2020,123,6,3,0
Barra Bonita,28/06/2021,3171,6,92,0
Barra Bonita,28/07/2020,286,0,6,0
Barra Bonita,28/07/2021,3498,6,105,3
Barra Bonita,28/08/2020,521,15,11,0
Barra Bonita,28/08/2021,3776,2,112,0
Barra Bonita,28/09/2020,799,19,20,2
Barra Bonita,28/10/2020,1047,1,25,0
Barra Bonita,28/11/2020,1092,1,24,0
Barra Bonita,28/12/2020,1185,0,27,0
Barra Bonita,29/01/2021,1549,9,31,0
Barra Bonita,29/03/2020,0,0,0,0
Barra Bonita,29/03/2021,2349,0,58,0
Barra Bonita,29/04/2020,7,2,1,0
Barra Bonita,29/04/2021,2568,4,68,0
Barra Bonita,29/05/2020,26,2,1,0
Barra Bonita,29/05/2021,2792,18,77,0
Barra Bonita,29/06/2020,123,0,3,0
Barra Bonita,29/06/2021,3191,20,95,3
Barra Bonita,29/07/2020,305,19,7,1
Barra Bonita,29/07/2021,3507,9,105,0
Barra Bonita,29/08/2020,522,1,11,0
Barra Bonita,29/08/2021,3778,2,112,0
Barra Bonita,29/09/2020,803,4,20,0
Barra Bonita,29/10/2020,1054,7,25,0
Barra Bonita,29/11/2020,1112,20,24,0
Barra Bonita,29/12/2020,1200,15,27,0
Barra Bonita,30/01/2021,1569,20,31,0
Barra Bonita,30/03/2020,0,0,0,0
Barra Bonita,30/03/2021,2358,9,58,0
Barra Bonita,30/04/2020,7,0,1,0
Barra Bonita,30/04/2021,2573,5,68,0
Barra Bonita,30/05/2020,28,2,1,0
Barra Bonita,30/05/2021,2805,13,77,0
Barra Bonita,30/06/2020,124,1,3,0
Barra Bonita,30/06/2021,3195,4,95,0
Barra Bonita,30/07/2020,313,8,7,0
Barra Bonita,30/07/2021,3517,10,105,0
Barra Bonita,30/08/2020,523,1,11,0
Barra Bonita,30/08/2021,3779,1,112,0
Barra Bonita,30/09/2020,812,9,21,1
Barra Bonita,30/10/2020,1058,4,25,0
Barra Bonita,30/11/2020,1112,0,24,0
Barra Bonita,30/12/2020,1203,3,27,0
Barra Bonita,31/01/2021,1749,180,31,0
Barra Bonita,31/03/2020,0,0,0,0
Barra Bonita,31/03/2021,2368,10,58,0
Barra Bonita,31/05/2020,32,4,1,0
Barra Bonita,31/05/2021,2811,6,77,0
Barra Bonita,31/07/2020,320,7,7,0
Barra Bonita,31/07/2021,3526,9,107,2
Barra Bonita,31/08/2020,523,0,11,0
Barra Bonita,31/08/2021,3782,3,113,1
Barra Bonita,31/10/2020,1058,0,25,0
Barra Bonita,31/12/2020,1209,6,27,0
Bauru,01/01/2021,18297,8,301,0
Bauru,01/02/2021,22632,14,354,0
Bauru,01/03/2021,25524,6,417,0
Bauru,01/04/2020,2,1,0,0
Bauru,01/04/2021,29847,178,581,6
Bauru,01/05/2020,117,14,7,0
Bauru,01/05/2021,34643,110,766,10
Bauru,01/06/2020,294,1,15,0
Bauru,01/06/2021,39360,178,891,7
Bauru,01/07/2020,1409,40,29,3
Bauru,01/07/2021,46227,188,1065,7
Bauru,01/08/2020,3916,115,75,4
Bauru,01/08/2021,50369,91,1181,1
Bauru,01/09/2020,6910,81,140,4
Bauru,01/09/2021,52508,46,1223,1
Bauru,01/10/2020,10765,213,197,4
Bauru,01/11/2020,13916,3,248,0
Bauru,01/12/2020,15678,56,273,5
Bauru,02/01/2021,18297,0,301,0
Bauru,02/02/2021,22793,161,361,7
Bauru,02/03/2021,25571,47,420,3
Bauru,02/04/2020,0,-2,0,0
Bauru,02/04/2021,30082,235,591,10
Bauru,02/05/2020,117,0,7,0
Bauru,02/05/2021,35052,409,766,0
Bauru,02/06/2020,302,8,15,0
Bauru,02/06/2021,39636,276,895,4
Bauru,02/07/2020,1519,110,30,1
Bauru,02/07/2021,46453,226,1074,9
Bauru,02/08/2020,3919,3,75,0
Bauru,02/08/2021,50372,3,1181,0
Bauru,02/09/2020,7084,174,140,0
Bauru,02/09/2021,52583,75,1225,2
Bauru,02/10/2020,10891,126,200,3
Bauru,02/11/2020,13918,2,248,0
Bauru,02/12/2020,15829,151,273,0
Bauru,03/01/2021,18301,4,301,0
Bauru,03/02/2021,22921,128,362,1
Bauru,03/03/2021,25717,146,420,0
Bauru,03/04/2020,2,2,0,0
Bauru,03/04/2021,30108,26,591,0
Bauru,03/05/2020,119,2,7,0
Bauru,03/05/2021,35071,19,766,0
Bauru,03/06/2020,319,17,15,0
Bauru,03/06/2021,39841,205,900,5
Bauru,03/07/2020,1607,88,30,0
Bauru,03/07/2021,46769,316,1081,7
Bauru,03/08/2020,3921,2,77,2
Bauru,03/08/2021,50502,130,1188,7
Bauru,03/09/2020,7209,125,143,3
Bauru,03/09/2021,52636,53,1225,0
Bauru,03/10/2020,11054,163,201,1
Bauru,03/11/2020,13918,0,248,0
Bauru,03/12/2020,15981,152,274,1
Bauru,04/01/2021,18307,6,301,0
Bauru,04/02/2021,23021,100,366,4
Bauru,04/03/2021,25882,165,429,9
Bauru,04/04/2020,2,0,0,0
Bauru,04/04/2021,30137,29,591,0
Bauru,04/05/2020,119,0,7,0
Bauru,04/05/2021,35355,284,774,8
Bauru,04/06/2020,345,26,15,0
Bauru,04/06/2021,39932,91,903,3
Bauru,04/07/2020,1611,4,32,2
Bauru,04/07/2021,46941,172,1082,1
Bauru,04/08/2020,4017,96,82,5
Bauru,04/08/2021,50658,156,1190,2
Bauru,04/09/2020,7343,134,144,1
Bauru,04/09/2021,52692,56,1227,2
Bauru,04/10/2020,11110,56,201,0
Bauru,04/12/2020,16101,120,275,1
Bauru,05/01/2021,18539,232,306,5
Bauru,05/02/2021,23141,120,366,0
Bauru,05/03/2021,26099,217,430,1
Bauru,05/04/2020,3,1,1,1
Bauru,05/04/2021,30146,9,591,0
Bauru,05/05/2020,127,8,7,0
Bauru,05/05/2021,35653,298,775,1
Bauru,05/06/2020,367,22,15,0
Bauru,05/06/2021,40199,267,904,1
Bauru,05/07/2020,1640,29,32,0
Bauru,05/07/2021,47044,103,1084,2
Bauru,05/08/2020,4185,168,86,4
Bauru,05/08/2021,50781,123,1190,0
Bauru,05/09/2020,7474,131,146,2
Bauru,05/09/2021,52692,0,1227,0
Bauru,05/10/2020,11111,1,201,0
Bauru,05/11/2020,14063,51,250,1
Bauru,05/12/2020,16197,96,275,0
Bauru,06/01/2021,18714,175,308,2
Bauru,06/02/2021,23227,86,373,7
Bauru,06/03/2021,26326,227,433,3
Bauru,06/04/2020,6,3,1,0
Bauru,06/04/2021,30311,165,608,17
Bauru,06/05/2020,145,18,7,0
Bauru,06/05/2021,35745,92,783,8
Bauru,06/06/2020,394,27,15,0
Bauru,06/06/2021,40400,201,904,0
Bauru,06/07/2020,1642,2,32,0
Bauru,06/07/2021,47268,224,1084,0
Bauru,06/08/2020,4459,274,90,4
Bauru,06/08/2021,50908,127,1193,3
Bauru,06/09/2020,7476,2,146,0
Bauru,06/09/2021,52693,1,1227,0
Bauru,06/10/2020,11193,82,208,7
Bauru,06/11/2020,14063,0,250,0
Bauru,06/12/2020,16376,179,275,0
Bauru,07/01/2021,18865,151,312,4
Bauru,07/02/2021,23233,6,373,0
Bauru,07/03/2021,26375,49,433,0
Bauru,07/04/2020,7,1,2,1
Bauru,07/04/2021,30550,239,624,16
Bauru,07/05/2020,155,10,7,0
Bauru,07/05/2021,35904,159,785,2
Bauru,07/06/2020,399,5,15,0
Bauru,07/06/2021,40443,43,904,0
Bauru,07/07/2020,1760,118,34,2
Bauru,07/07/2021,47448,180,1090,6
Bauru,07/08/2020,4561,102,91,1
Bauru,07/08/2021,50994,86,1194,1
Bauru,07/09/2020,7482,6,146,0
Bauru,07/09/2021,52696,3,1227,0
Bauru,07/10/2020,11335,142,209,1
Bauru,07/11/2020,14063,0,250,0
Bauru,07/12/2020,16376,0,275,0
Bauru,08/01/2021,19029,164,312,0
Bauru,08/02/2021,23241,8,373,0
Bauru,08/03/2021,26393,18,433,0
Bauru,08/04/2020,8,1,1,-1
Bauru,08/04/2021,30662,112,634,10
Bauru,08/05/2020,160,5,9,2
Bauru,08/05/2021,36151,247,791,6
Bauru,08/06/2020,399,0,15,0
Bauru,08/06/2021,40514,71,914,10
Bauru,08/07/2020,1818,58,35,1
Bauru,08/07/2021,47645,197,1099,9
Bauru,08/08/2020,4641,80,92,1
Bauru,08/08/2021,51058,64,1196,2
Bauru,08/09/2020,7490,8,146,0
Bauru,08/09/2021,52697,1,1227,0
Bauru,08/10/2020,11463,128,210,1
Bauru,08/11/2020,14063,0,250,0
Bauru,08/12/2020,16484,108,277,2
Bauru,09/01/2021,19091,62,312,0
Bauru,09/02/2021,23532,291,378,5
Bauru,09/03/2021,26543,150,444,11
Bauru,09/04/2020,10,2,1,0
Bauru,09/04/2021,30934,272,642,8
Bauru,09/05/2020,166,6,10,1
Bauru,09/05/2021,36175,24,792,1
Bauru,09/06/2020,415,16,15,0
Bauru,09/06/2021,40602,88,927,13
Bauru,09/07/2020,1884,66,37,2
Bauru,09/07/2021,47824,179,1103,4
Bauru,09/08/2020,4767,126,92,0
Bauru,09/08/2021,51071,13,1197,1
Bauru,09/09/2020,7643,153,152,6
Bauru,09/10/2020,11693,230,211,1
Bauru,09/11/2020,14063,0,250,0
Bauru,09/12/2020,16634,150,278,1
Bauru,10/01/2021,19195,104,312,0
Bauru,10/02/2021,23688,156,385,7
Bauru,10/03/2021,26738,195,453,9
Bauru,10/04/2020,11,1,1,0
Bauru,10/04/2021,31074,140,648,6
Bauru,10/05/2020,167,1,10,0
Bauru,10/05/2021,36186,11,792,0
