Município,Data,Casos Acumulados,Casos Novos,Óbitos Acumulados,Óbitos novos
Botucatu,17/08/2020,1561,16,28,0
Botucatu,17/08/2021,18062,14,300,2
Botucatu,17/09/2020,2164,26,40,1
Botucatu,17/10/2020,2513,15,47,0
Botucatu,17/11/2020,2793,42,52,0
Botucatu,17/12/2020,3602,107,56,0
Botucatu,18/01/2021,5118,6,68,0
Botucatu,18/02/2021,7179,78,95,2
Botucatu,18/03/2021,9097,160,124,3
Botucatu,18/04/2020,27,0,2,0
Botucatu,18/04/2021,10697,8,183,0
Botucatu,18/05/2020,159,8,6,0
Botucatu,18/05/2021,11612,42,213,2
Botucatu,18/06/2020,444,0,10,0
Botucatu,18/06/2021,13121,106,259,3
Botucatu,18/07/2020,922,4,19,0
Botucatu,18/07/2021,17327,17,285,2
Botucatu,18/08/2020,1569,8,29,1
Botucatu,18/08/2021,18070,8,300,0
Botucatu,18/09/2020,2201,37,40,0
Botucatu,18/10/2020,2517,4,47,0
Botucatu,18/11/2020,2833,40,52,0
Botucatu,18/12/2020,3627,25,56,0
Botucatu,19/01/2021,5117,-1,68,0
Botucatu,19/02/2021,7297,118,96,1
Botucatu,19/03/2021,9166,69,125,1
Botucatu,19/04/2020,27,0,2,0
Botucatu,19/04/2021,10699,2,183,0
Botucatu,19/05/2020,160,1,7,1
Botucatu,19/05/2021,11663,51,215,2
Botucatu,19/06/2020,484,40,12,2
Botucatu,19/06/2021,13195,74,260,1
Botucatu,19/07/2020,923,1,19,0
Botucatu,19/07/2021,17332,5,285,0
Botucatu,19/08/2020,1583,14,29,0
Botucatu,19/08/2021,18088,18,300,0
Botucatu,19/09/2020,2235,34,40,0
Botucatu,19/10/2020,2517,0,47,0
Botucatu,19/11/2020,2849,16,52,0
Botucatu,19/12/2020,3705,78,56,0
Botucatu,20/01/2021,5201,84,68,0
Botucatu,20/02/2021,7364,67,96,0
Botucatu,20/03/2021,9249,83,127,2
Botucatu,20/04/2020,27,0,2,0
Botucatu,20/04/2021,10715,16,189,6
Botucatu,20/05/2020,183,23,7,0
Botucatu,20/05/2021,11716,53,217,2
Botucatu,20/06/2020,492,8,13,1
Botucatu,20/06/2021,13207,12,260,0
Botucatu,20/07/2020,930,7,19,0
Botucatu,20/07/2021,17335,3,286,1
Botucatu,20/08/2020,1617,34,29,0
Botucatu,20/08/2021,18106,18,301,1
Botucatu,20/09/2020,2235,0,40,0
Botucatu,20/10/2020,2563,46,47,0
Botucatu,20/11/2020,2888,39,52,0
Botucatu,20/12/2020,3705,0,56,0
Botucatu,21/01/2021,5249,48,69,1
Botucatu,21/02/2021,7367,3,96,0
Botucatu,21/03/2021,9254,5,126,-1
Botucatu,21/04/2020,28,1,2,0
Botucatu,21/04/2021,10738,23,191,2
Botucatu,21/05/2020,193,10,7,0
Botucatu,21/05/2021,11754,38,218,1
Botucatu,21/06/2020,515,23,13,0
Botucatu,21/06/2021,13216,9,260,0
Botucatu,21/07/2020,935,5,19,0
Botucatu,21/07/2021,17392,57,286,0
Botucatu,21/08/2020,1638,21,29,0
Botucatu,21/08/2021,18126,20,301,0
Botucatu,21/09/2020,2253,18,41,1
Botucatu,21/10/2020,2570,7,47,0
Botucatu,21/11/2020,2917,29,52,0
Botucatu,21/12/2020,3705,0,56,0
Botucatu,22/01/2021,5291,42,70,1
Botucatu,22/02/2021,7376,9,96,0
Botucatu,22/03/2021,9258,4,126,0
Botucatu,22/04/2020,28,0,2,0
Botucatu,22/04/2021,10754,16,192,1
Botucatu,22/05/2020,196,3,7,0
Botucatu,22/05/2021,11799,45,219,1
Botucatu,22/06/2020,516,1,13,0
Botucatu,22/06/2021,13330,114,262,2
Botucatu,22/07/2020,1010,75,19,0
Botucatu,22/07/2021,17419,27,287,1
Botucatu,22/08/2020,1653,15,29,0
Botucatu,22/08/2021,18131,5,301,0
Botucatu,22/09/2020,2255,2,41,0
Botucatu,22/10/2020,2574,4,47,0
Botucatu,22/11/2020,2943,26,52,0
Botucatu,22/12/2020,3767,62,56,0
Botucatu,23/01/2021,5323,32,70,0
Botucatu,23/02/2021,7530,154,99,3
Botucatu,23/03/2021,9342,84,132,6
Botucatu,23/04/2020,28,0,2,0
Botucatu,23/04/2021,10778,24,193,1
Botucatu,23/05/2020,204,8,7,0
Botucatu,23/05/2021,11809,10,219,0
Botucatu,23/06/2020,524,8,13,0
Botucatu,23/06/2021,13407,77,264,2
Botucatu,23/07/2020,1051,41,19,0
Botucatu,23/07/2021,17441,22,289,2
Botucatu,23/08/2020,1683,30,29,0
Botucatu,23/08/2021,18138,7,301,0
Botucatu,23/09/2020,2274,19,41,0
Botucatu,23/10/2020,2587,13,47,0
Botucatu,23/11/2020,2944,1,52,0
Botucatu,23/12/2020,3796,29,57,1
Botucatu,24/01/2021,5416,93,70,0
Botucatu,24/02/2021,7564,34,100,1
Botucatu,24/03/2021,9431,89,133,1
Botucatu,24/04/2020,35,7,2,0
Botucatu,24/04/2021,10797,19,194,1
Botucatu,24/05/2020,217,13,7,0
Botucatu,24/05/2021,11816,7,220,1
Botucatu,24/06/2020,538,14,14,1
Botucatu,24/06/2021,13433,26,265,1
Botucatu,24/07/2020,1071,20,23,4
Botucatu,24/07/2021,17448,7,290,1
Botucatu,24/08/2020,1703,20,29,0
Botucatu,24/08/2021,18180,42,303,2
Botucatu,24/09/2020,2281,7,41,0
Botucatu,24/10/2020,2604,17,48,1
Botucatu,24/11/2020,2984,40,52,0
Botucatu,24/12/2020,3846,50,57,0
Botucatu,25/01/2021,5416,0,70,0
Botucatu,25/02/2021,7677,113,100,0
Botucatu,25/03/2021,9440,9,133,0
Botucatu,25/04/2020,38,3,2,0
Botucatu,25/04/2021,10803,6,194,0
Botucatu,25/05/2020,218,1,7,0
Botucatu,25/05/2021,11898,82,221,1
Botucatu,25/06/2020,552,14,14,0
Botucatu,25/06/2021,13782,349,265,0
Botucatu,25/07/2020,1118,47,23,0
Botucatu,25/07/2021,17457,9,290,0
Botucatu,25/08/2020,1713,10,30,1
Botucatu,25/08/2021,18217,37,303,0
Botucatu,25/09/2020,2302,21,42,1
Botucatu,25/10/2020,2623,19,48,0
Botucatu,25/11/2020,3009,25,52,0
Botucatu,25/12/2020,3866,20,57,0
Botucatu,26/01/2021,5554,138,71,1
Botucatu,26/02/2021,7742,65,100,0
Botucatu,26/03/2021,9630,190,143,10
Botucatu,26/04/2020,38,0,2,0
Botucatu,26/04/2021,10808,5,194,0
Botucatu,26/05/2020,218,0,7,0
Botucatu,26/05/2021,11946,48,224,3
Botucatu,26/06/2020,583,31,15,1
Botucatu,26/06/2021,14302,520,268,3
Botucatu,26/07/2020,1120,2,24,1
Botucatu,26/07/2021,17460,3,290,0
Botucatu,26/08/2020,1770,57,30,0
Botucatu,26/08/2021,18239,22,303,0
Botucatu,26/09/2020,2314,12,42,0
Botucatu,26/10/2020,2626,3,48,0
Botucatu,26/11/2020,3024,15,52,0
Botucatu,26/12/2020,3869,3,57,0
Botucatu,27/01/2021,5653,99,72,1
Botucatu,27/02/2021,7798,56,104,4
Botucatu,27/03/2020,0,0,0,0
Botucatu,27/03/2021,9769,139,146,3
Botucatu,27/04/2020,40,2,2,0
Botucatu,27/04/2021,10845,37,197,3
Botucatu,27/05/2020,238,20,7,0
Botucatu,27/05/2021,12009,63,226,2
Botucatu,27/06/2020,588,5,15,0
Botucatu,27/06/2021,14310,8,268,0
Botucatu,27/07/2020,1120,0,24,0
Botucatu,27/07/2021,17476,16,290,0
Botucatu,27/08/2020,1777,7,31,1
Botucatu,27/08/2021,18399,160,303,0
Botucatu,27/09/2020,2314,0,42,0
Botucatu,27/10/2020,2635,9,49,1
Botucatu,27/11/2020,3026,2,52,0
Botucatu,27/12/2020,3870,1,57,0
Botucatu,28/01/2021,5717,64,73,1
Botucatu,28/02/2021,7848,50,104,0
Botucatu,28/03/2020,0,0,0,0
Botucatu,28/03/2021,9773,4,146,0
Botucatu,28/04/2020,52,12,2,0
Botucatu,28/04/2021,10879,34,199,2
Botucatu,28/05/2020,257,19,7,0
Botucatu,28/05/2021,12008,-1,224,-2
Botucatu,28/06/2020,603,15,15,0
Botucatu,28/06/2021,14450,140,268,0
Botucatu,28/07/2020,1120,0,24,0
Botucatu,28/07/2021,17502,26,292,2
Botucatu,28/08/2020,1815,38,31,0
Botucatu,28/08/2021,18457,58,303,0
Botucatu,28/09/2020,2314,0,42,0
Botucatu,28/10/2020,2642,7,50,1
Botucatu,28/11/2020,3030,4,52,0
Botucatu,28/12/2020,3871,1,57,0
Botucatu,29/01/2021,5732,15,75,2
Botucatu,29/03/2020,0,0,0,0
Botucatu,29/03/2021,9776,3,147,1
Botucatu,29/04/2020,56,4,4,2
Botucatu,29/04/2021,10904,25,204,5
Botucatu,29/05/2020,261,4,7,0
Botucatu,29/05/2021,12049,41,229,5
Botucatu,29/06/2020,625,22,15,0
Botucatu,29/06/2021,14987,537,270,2
Botucatu,29/07/2020,1170,50,25,1
Botucatu,29/07/2021,17556,54,293,1
Botucatu,29/08/2020,1826,11,31,0
Botucatu,29/08/2021,18461,4,303,0
Botucatu,29/09/2020,2328,14,42,0
Botucatu,29/10/2020,2645,3,50,0
Botucatu,29/11/2020,3030,0,52,0
Botucatu,29/12/2020,3935,64,58,1
Botucatu,30/01/2021,5892,160,75,0
Botucatu,30/03/2020,0,0,0,0
Botucatu,30/03/2021,9827,51,149,2
Botucatu,30/04/2020,67,11,4,0
Botucatu,30/04/2021,10939,35,204,0
Botucatu,30/05/2020,276,15,7,0
Botucatu,30/05/2021,12069,20,229,0
Botucatu,30/06/2020,631,6,15,0
Botucatu,30/06/2021,15154,167,271,1
Botucatu,30/07/2020,1214,44,25,0
Botucatu,30/07/2021,17629,73,293,0
Botucatu,30/08/2020,1826,0,31,0
Botucatu,30/08/2021,18463,2,304,1
Botucatu,30/09/2020,2346,18,42,0
Botucatu,30/10/2020,2650,5,50,0
Botucatu,30/11/2020,3030,0,52,0
Botucatu,30/12/2020,4006,71,58,0
Botucatu,31/01/2021,6045,153,75,0
Botucatu,31/03/2020,0,0,0,0
Botucatu,31/03/2021,9930,103,156,7
Botucatu,31/05/2020,284,8,7,0
Botucatu,31/05/2021,12086,17,229,0
Botucatu,31/07/2020,1215,1,25,0
Botucatu,31/07/2021,17673,44,294,1
Botucatu,31/08/2020,1825,-1,31,0
Botucatu,31/08/2021,18488,25,305,1
Botucatu,31/10/2020,2658,8,50,0
Botucatu,31/12/2020,4051,45,58,0
Itatinga,01/01/2021,379,3,7,0
Itatinga,01/02/2021,602,0,13,0
Itatinga,01/03/2021,808,0,16,0
Itatinga,01/04/2020,0,0,0,0
Itatinga,01/04/2021,1041,29,19,0
Itatinga,01/05/2020,1,0,0,0
Itatinga,01/05/2021,1301,8,23,0
Itatinga,01/06/2020,13,0,1,0
Itatinga,01/06/2021,1811,28,29,2
Itatinga,01/07/2020,48,1,1,0
Itatinga,01/07/2021,2504,28,44,2
Itatinga,01/08/2020,197,18,5,0
Itatinga,01/08/2021,2771,1,48,0
Itatinga,01/09/2020,276,1,6,0
Itatinga,01/09/2021,2835,1,53,0
Itatinga,01/10/2020,302,0,7,0
Itatinga,01/11/2020,323,0,7,0
Itatinga,01/12/2020,340,0,7,0
Itatinga,02/01/2021,379,0,7,0
Itatinga,02/02/2021,622,20,13,0
Itatinga,02/03/2021,814,6,16,0
Itatinga,02/04/2020,0,0,0,0
Itatinga,02/04/2021,1066,25,19,0
Itatinga,02/05/2020,1,0,0,0
Itatinga,02/05/2021,1301,0,23,0
Itatinga,02/06/2020,19,6,1,0
Itatinga,02/06/2021,1846,35,29,0
Itatinga,02/07/2020,48,0,1,0
Itatinga,02/07/2021,2548,44,44,0
Itatinga,02/08/2020,201,4,5,0
Itatinga,02/08/2021,2772,1,48,0
Itatinga,02/09/2020,279,3,6,0
Itatinga,02/09/2021,2835,0,53,0
Itatinga,02/10/2020,302,0,7,0
Itatinga,02/11/2020,323,0,7,0
Itatinga,02/12/2020,344,4,7,0
Itatinga,03/01/2021,379,0,7,0
Itatinga,03/02/2021,626,4,13,0
Itatinga,03/03/2021,814,0,16,0
Itatinga,03/04/2020,0,0,0,0
Itatinga,03/04/2021,1068,2,19,0
Itatinga,03/05/2020,1,0,0,0
Itatinga,03/05/2021,1301,0,23,0
Itatinga,03/06/2020,18,-1,1,0
Itatinga,03/06/2021,1888,42,29,0
Itatinga,03/07/2020,49,1,1,0
Itatinga,03/07/2021,2557,9,44,0
Itatinga,03/08/2020,201,0,5,0
Itatinga,03/08/2021,2772,0,48,0
Itatinga,03/09/2020,281,2,6,0
Itatinga,03/09/2021,2837,2,53,0
Itatinga,03/10/2020,302,0,7,0
Itatinga,03/11/2020,323,0,7,0
Itatinga,03/12/2020,347,3,7,0
Itatinga,04/01/2021,380,1,7,0
Itatinga,04/02/2021,635,9,13,0
Itatinga,04/03/2021,823,9,16,0
Itatinga,04/04/2020,0,0,0,0
Itatinga,04/04/2021,1068,0,19,0
Itatinga,04/05/2020,1,0,0,0
Itatinga,04/05/2021,1316,15,23,0
Itatinga,04/06/2020,20,2,1,0
Itatinga,04/06/2021,1892,4,29,0
Itatinga,04/07/2020,49,0,1,0
Itatinga,04/07/2021,2561,4,45,1
Itatinga,04/08/2020,210,9,5,0
Itatinga,04/08/2021,2782,10,48,0
Itatinga,04/09/2020,282,1,6,0
Itatinga,04/09/2021,2839,2,54,1
Itatinga,04/10/2020,302,0,7,0
Itatinga,04/11/2020,323,0,7,0
Itatinga,04/12/2020,347,0,7,0
Itatinga,05/01/2021,379,-1,7,0
Itatinga,05/02/2021,647,12,13,0
Itatinga,05/03/2021,823,0,16,0
Itatinga,05/04/2020,0,0,0,0
Itatinga,05/04/2021,1068,0,19,0
Itatinga,05/05/2020,1,0,0,0
Itatinga,05/05/2021,1321,5,23,0
Itatinga,05/06/2020,22,2,1,0
Itatinga,05/06/2021,1965,73,30,1
Itatinga,05/07/2020,52,3,1,0
Itatinga,05/07/2021,2565,4,45,0
Itatinga,05/08/2020,211,1,5,0
Itatinga,05/08/2021,2786,4,48,0
Itatinga,05/09/2020,284,2,6,0
Itatinga,05/09/2021,2839,0,54,0
Itatinga,05/10/2020,302,0,7,0
Itatinga,05/11/2020,323,0,7,0
Itatinga,05/12/2020,348,1,7,0
Itatinga,06/01/2021,386,7,7,0
Itatinga,06/02/2021,655,8,13,0
Itatinga,06/03/2021,830,7,17,1
Itatinga,06/04/2020,0,0,0,0
Itatinga,06/04/2021,1081,13,19,0
Itatinga,06/05/2020,3,2,0,0
Itatinga,06/05/2021,1336,15,24,1
Itatinga,06/06/2020,23,1,1,0
Itatinga,06/06/2021,1979,14,31,1
Itatinga,06/07/2020,52,0,1,0
Itatinga,06/07/2021,2579,14,45,0
Itatinga,06/08/2020,222,11,5,0
Itatinga,06/08/2021,2791,5,48,0
Itatinga,06/09/2020,284,0,6,0
Itatinga,06/09/2021,2840,1,54,0
Itatinga,06/10/2020,302,0,7,0
Itatinga,06/11/2020,323,0,7,0
Itatinga,06/12/2020,348,0,7,0
Itatinga,07/01/2021,388,2,7,0
Itatinga,07/02/2021,655,0,13,0
Itatinga,07/03/2021,832,2,17,0
Itatinga,07/04/2020,0,0,0,0
Itatinga,07/04/2021,1098,17,19,0
Itatinga,07/05/2020,3,0,0,0
Itatinga,07/05/2021,1343,7,24,0
Itatinga,07/06/2020,23,0,1,0
Itatinga,07/06/2021,1983,4,31,0
Itatinga,07/07/2020,57,5,1,0
Itatinga,07/07/2021,2589,10,45,0
Itatinga,07/08/2020,226,4,5,0
Itatinga,07/08/2021,2792,1,48,0
Itatinga,07/09/2020,285,1,6,0
Itatinga,07/09/2021,2840,0,54,0
Itatinga,07/10/2020,308,6,7,0
Itatinga,07/11/2020,323,0,7,0
Itatinga,07/12/2020,348,0,7,0
Itatinga,08/01/2021,392,4,7,0
Itatinga,08/02/2021,655,0,13,0
Itatinga,08/03/2021,832,0,17,0
Itatinga,08/04/2020,0,0,0,0
Itatinga,08/04/2021,1121,23,21,2
Itatinga,08/05/2020,2,-1,0,0
Itatinga,08/05/2021,1371,28,24,0
Itatinga,08/06/2020,23,0,1,0
Itatinga,08/06/2021,2003,20,33,2
Itatinga,08/07/2020,58,1,1,0
Itatinga,08/07/2021,2618,29,45,0
Itatinga,08/08/2020,228,2,5,0
Itatinga,08/08/2021,2794,2,48,0
Itatinga,08/09/2020,285,0,6,0
Itatinga,08/09/2021,2840,0,54,0
Itatinga,08/10/2020,310,2,7,0
Itatinga,08/11/2020,323,0,7,0
Itatinga,08/12/2020,349,1,7,0
Itatinga,09/01/2021,399,7,7,0
Itatinga,09/02/2021,676,21,14,1
Itatinga,09/03/2021,844,12,17,0
Itatinga,09/04/2020,1,1,0,0
Itatinga,09/04/2021,1139,18,21,0
Itatinga,09/05/2020,2,0,0,0
Itatinga,09/05/2021,1375,4,24,0
Itatinga,09/06/2020,25,2,1,0
Itatinga,09/06/2021,2006,3,33,0
Itatinga,09/07/2020,61,3,1,0
Itatinga,09/07/2021,2634,16,45,0
Itatinga,09/08/2020,228,0,5,0
Itatinga,09/08/2021,2795,1,48,0
Itatinga,09/09/2020,286,1,6,0
Itatinga,09/10/2020,310,0,7,0
Itatinga,09/11/2020,323,0,7,0
Itatinga,09/12/2020,351,2,7,0
Itatinga,10/01/2021,401,2,7,0
Itatinga,10/02/2021,686,10,14,0
Itatinga,10/03/2021,849,5,17,0
Itatinga,10/04/2020,1,0,0,0
Itatinga,10/04/2021,1149,10,21,0
Itatinga,10/05/2020,2,0,0,0
Itatinga,10/05/2021,1383,8,24,0
Itatinga,10/06/2020,27,2,1,0
Itatinga,10/06/2021,2064,58,34,1
Itatinga,10/07/2020,61,0,1,0
Itatinga,10/07/2021,2635,1,45,0
Itatinga,10/08/2020,228,0,5,0
Itatinga,10/08/2021,2801,6,48,0
Itatinga,10/09/2020,287,1,6,0
Itatinga,10/10/2020,312,2,7,0
Itatinga,10/11/2020,323,0,7,0
Itatinga,10/12/2020,353,2,7,0
Itatinga,11/01/2021,402,1,7,0
Itatinga,11/02/2021,688,2,14,0
Itatinga,11/03/2021,865,16,17,0
Itatinga,11/04/2020,1,0,0,0
Itatinga,11/04/2021,1152,3,21,0
Itatinga,11/05/2020,2,0,0,0
Itatinga,11/05/2021,1414,31,24,0
Itatinga,11/06/2020,29,2,1,0
Itatinga,11/06/2021,2102,38,35,1
Itatinga,11/07/2020,64,3,1,0
Itatinga,11/07/2021,2644,9,45,0
Itatinga,11/08/2020,233,5,5,0
Itatinga,11/08/2021,2802,1,50,2
Itatinga,11/09/2020,287,0,6,0
Itatinga,11/10/2020,312,0,7,0
Itatinga,11/11/2020,326,3,7,0
Itatinga,11/12/2020,353,0,7,0
Itatinga,12/01/2021,408,6,7,0
Itatinga,12/02/2021,709,21,14,0
Itatinga,12/03/2021,877,12,17,0
Itatinga,12/04/2020,1,0,0,0
Itatinga,12/04/2021,1154,2,21,0
Itatinga,12/05/2020,2,0,0,0
Itatinga,12/05/2021,1442,28,24,0
Itatinga,12/06/2020,29,0,1,0
Itatinga,12/06/2021,2130,28,36,1
Itatinga,12/07/2020,64,0,1,0
Itatinga,12/07/2021,2650,6,45,0
Itatinga,12/08/2020,235,2,5,0
Itatinga,12/08/2021,2808,6,50,0
Itatinga,12/09/2020,287,0,6,0
Itatinga,12/10/2020,312,0,7,0
Itatinga,12/11/2020,329,3,7,0
Itatinga,12/12/2020,353,0,7,0
Itatinga,13/01/2021,411,3,7,0
Itatinga,13/02/2021,722,13,14,0
Itatinga,13/03/2021,890,13,17,0
Itatinga,13/04/2020,1,0,0,0
Itatinga,13/04/2021,1164,10,21,0
Itatinga,13/05/2020,3,1,0,0
Itatinga,13/05/2021,1475,33,24,0
Itatinga,13/06/2020,30,1,1,0
Itatinga,13/06/2021,2162,32,36,0
Itatinga,13/07/2020,66,2,1,0
Itatinga,13/07/2021,2665,15,45,0
Itatinga,13/08/2020,239,4,5,0
Itatinga,13/08/2021,2809,1,50,0
Itatinga,13/09/2020,288,1,6,0
Itatinga,13/10/2020,312,0,7,0
Itatinga,13/11/2020,332,3,7,0
Itatinga,13/12/2020,353,0,7,0
Itatinga,14/01/2021,421,10,7,0
Itatinga,14/02/2021,722,0,14,0
Itatinga,14/03/2021,890,0,17,0
Itatinga,14/04/2020,1,0,0,0
Itatinga,14/04/2021,1172,8,21,0
Itatinga,14/05/2020,3,0,0,0
Itatinga,14/05/2021,1486,11,25,1
Itatinga,14/06/2020,30,0,1,0
Itatinga,14/06/2021,2169,7,37,1
Itatinga,14/07/2020,74,8,1,0
Itatinga,14/07/2021,2677,12,45,0
Itatinga,14/08/2020,241,2,5,0
Itatinga,14/08/2021,2814,5,51,1
Itatinga,14/09/2020,288,0,6,0
Itatinga,14/10/2020,312,0,7,0
Itatinga,14/11/2020,332,0,7,0
Itatinga,14/12/2020,353,0,7,0
Itatinga,15/01/2021,429,8,8,1
Itatinga,15/02/2021,722,0,14,0
Itatinga,15/03/2021,890,0,17,0
Itatinga,15/04/2020,1,0,0,0
Itatinga,15/04/2021,1189,17,21,0
Itatinga,15/05/2020,4,1,0,0
Itatinga,15/05/2021,1514,28,25,0
Itatinga,15/06/2020,30,0,1,0
Itatinga,15/06/2021,2193,24,37,0
Itatinga,15/07/2020,80,6,1,0
Itatinga,15/07/2021,2689,12,45,0
Itatinga,15/08/2020,251,10,5,0
Itatinga,15/08/2021,2814,0,51,0
Itatinga,15/09/2020,288,0,6,0
Itatinga,15/10/2020,313,1,7,0
Itatinga,15/11/2020,332,0,7,0
Itatinga,15/12/2020,354,1,7,0
Itatinga,16/01/2021,444,15,9,1
Itatinga,16/02/2021,728,6,14,0
Itatinga,16/03/2021,899,9,17,0
Itatinga,16/04/2020,1,0,0,0
Itatinga,16/04/2021,1189,0,21,0
Itatinga,16/05/2020,4,0,0,0
Itatinga,16/05/2021,1514,0,25,0
Itatinga,16/06/2020,30,0,1,0
Itatinga,16/06/2021,2230,37,37,0
Itatinga,16/07/2020,88,8,2,1
Itatinga,16/07/2021,2708,19,47,2
Itatinga,16/08/2020,251,0,5,0
Itatinga,16/08/2021,2814,0,51,0
Itatinga,16/09/2020,291,3,6,0
Itatinga,16/10/2020,313,0,7,0
Itatinga,16/11/2020,332,0,7,0
Itatinga,16/12/2020,354,0,7,0
Itatinga,17/01/2021,456,12,9,0
Itatinga,17/02/2021,732,4,14,0
Itatinga,17/03/2021,908,9,17,0
Itatinga,17/04/2020,1,0,0,0
Itatinga,17/04/2021,1197,8,21,0
Itatinga,17/05/2020,4,0,0,0
Itatinga,17/05/2021,1518,4,25,0
Itatinga,17/06/2020,30,0,1,0
Itatinga,17/06/2021,2258,28,37,0
Itatinga,17/07/2020,97,9,2,0
Itatinga,17/07/2021,2708,0,47,0
Itatinga,17/08/2020,252,1,5,0
Itatinga,17/08/2021,2818,4,52,1
Itatinga,17/09/2020,293,2,6,0
Itatinga,17/10/2020,314,1,7,0
Itatinga,17/11/2020,332,0,7,0
Itatinga,17/12/2020,359,5,7,0
Itatinga,18/01/2021,456,0,9,0
Itatinga,18/02/2021,747,15,14,0
Itatinga,18/03/2021,918,10,17,0
Itatinga,18/04/2020,1,0,0,0
Itatinga,18/04/2021,1198,1,22,1
Itatinga,18/05/2020,4,0,0,0
Itatinga,18/05/2021,1530,12,26,1
Itatinga,18/06/2020,30,0,1,0
Itatinga,18/06/2021,2304,46,37,0
Itatinga,18/07/2020,107,10,2,0
Itatinga,18/07/2021,2722,14,47,0
Itatinga,18/08/2020,252,0,5,0
Itatinga,18/08/2021,2820,2,52,0
Itatinga,18/09/2020,294,1,6,0
Itatinga,18/10/2020,314,0,7,0
Itatinga,18/11/2020,333,1,7,0
Itatinga,18/12/2020,360,1,7,0
Itatinga,19/01/2021,457,1,10,1
Itatinga,19/02/2021,756,9,15,1
Itatinga,19/03/2021,927,9,17,0
Itatinga,19/04/2020,1,0,0,0
Itatinga,19/04/2021,1198,0,22,0
Itatinga,19/05/2020,4,0,1,1
Itatinga,19/05/2021,1558,28,26,0
Itatinga,19/06/2020,33,3,1,0
Itatinga,19/06/2021,2338,34,37,0
Itatinga,19/07/2020,107,0,2,0
Itatinga,19/07/2021,2723,1,47,0
Itatinga,19/08/2020,255,3,4,-1
Itatinga,19/08/2021,2822,2,52,0
Itatinga,19/09/2020,297,3,6,0
Itatinga,19/10/2020,314,0,7,0
Itatinga,19/11/2020,333,0,7,0
Itatinga,19/12/2020,361,1,7,0
Itatinga,20/01/2021,463,6,10,0
Itatinga,20/02/2021,769,13,15,0
Itatinga,20/03/2021,935,8,17,0
Itatinga,20/04/2020,1,0,0,0
Itatinga,20/04/2021,1202,4,22,0
Itatinga,20/05/2020,4,0,1,0
Itatinga,20/05/2021,1584,26,26,0
Itatinga,20/06/2020,35,2,1,0
Itatinga,20/06/2021,2344,6,37,0
Itatinga,20/07/2020,110,3,2,0
Itatinga,20/07/2021,2725,2,48,1
Itatinga,20/08/2020,258,3,4,0
Itatinga,20/08/2021,2823,1,53,1
Itatinga,20/09/2020,297,0,6,0
Itatinga,20/10/2020,314,0,7,0
Itatinga,20/11/2020,333,0,7,0
Itatinga,20/12/2020,361,0,7,0
Itatinga,21/01/2021,475,12,10,0
Itatinga,21/02/2021,769,0,15,0
Itatinga,21/03/2021,934,-1,17,0
Itatinga,21/04/2020,1,0,0,0
Itatinga,21/04/2021,1212,10,22,0
Itatinga,21/05/2020,4,0,1,0
Itatinga,21/05/2021,1627,43,26,0
Itatinga,21/06/2020,35,0,1,0
Itatinga,21/06/2021,2347,3,37,0
Itatinga,21/07/2020,132,22,3,1
Itatinga,21/07/2021,2731,6,48,0
Itatinga,21/08/2020,258,0,4,0
Itatinga,21/08/2021,2825,2,53,0
Itatinga,21/09/2020,298,1,6,0
Itatinga,21/10/2020,314,0,7,0
Itatinga,21/11/2020,337,4,7,0
Itatinga,21/12/2020,361,0,7,0
Itatinga,22/01/2021,489,14,11,1
Itatinga,22/02/2021,771,2,15,0
Itatinga,22/03/2021,934,0,17,0
Itatinga,22/04/2020,1,0,0,0
Itatinga,22/04/2021,1212,0,22,0
Itatinga,22/05/2020,4,0,1,0
Itatinga,22/05/2021,1638,11,26,0
Itatinga,22/06/2020,35,0,1,0
Itatinga,22/06/2021,2369,22,37,0
Itatinga,22/07/2020,139,7,3,0
Itatinga,22/07/2021,2742,11,48,0
Itatinga,22/08/2020,262,4,5,1
Itatinga,22/08/2021,2826,1,53,0
Itatinga,22/09/2020,296,-2,6,0
Itatinga,22/10/2020,314,0,7,0
Itatinga,22/11/2020,338,1,7,0
Itatinga,22/12/2020,362,1,7,0
Itatinga,23/01/2021,517,28,12,1
Itatinga,23/02/2021,786,15,15,0
Itatinga,23/03/2021,949,15,17,0
Itatinga,23/04/2020,1,0,0,0
Itatinga,23/04/2021,1236,24,22,0
Itatinga,23/05/2020,4,0,1,0
Itatinga,23/05/2021,1640,2,26,0
Itatinga,23/06/2020,39,4,1,0
Itatinga,23/06/2021,2394,25,37,0
Itatinga,23/07/2020,148,9,3,0
Itatinga,23/07/2021,2748,6,49,1
Itatinga,23/08/2020,263,1,5,0
Itatinga,23/08/2021,2826,0,53,0
Itatinga,23/09/2020,299,3,6,0
Itatinga,23/10/2020,316,2,7,0
Itatinga,23/11/2020,338,0,7,0
Itatinga,23/12/2020,363,1,7,0
Itatinga,24/01/2021,518,1,12,0
Itatinga,24/02/2021,787,1,15,0
Itatinga,24/03/2021,950,1,17,0
Itatinga,24/04/2020,1,0,0,0
Itatinga,24/04/2021,1247,11,23,1
Itatinga,24/05/2020,4,0,1,0
Itatinga,24/05/2021,1644,4,26,0
Itatinga,24/06/2020,39,0,1,0
Itatinga,24/06/2021,2416,22,40,3
Itatinga,24/07/2020,155,7,3,0
